video_id;game;comment_id;author_display_name;text;published_at;like_count;text_clean;text_casefoldingText;text_slangwords;text_title;text_stemming;text_tokenizingText;text_stopword;text_akhir;sentiment;confidence
XAM5nCPwYrI;Mobile Legends: Bang-Bang;Ugwi_Fv8STl7mRI8Rx94AaABAg;@autolosegg;kebanyakan nanya jadi gmpng;16/12/2025 20:01;0;kebanyakan na nya jadi gmpng;kebanyakan na nya jadi gmpng;kebanyakan tanya jadi gampang;kebanyakan tanya jadi gampang;banyak tanya jadi gampang;['banyak', 'tanya', 'jadi', 'gampang'];['gampang'];gampang;negative;9522
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgxDbY8HL4JH0-u3k5d4AaABAg;@Im_Marksman;Kbanyakan ngetik bang;16/12/2025 19:47;0;Kbanyakan ngetik bang;kbanyakan ngetik bang;kebanyakan ngetik abang;kebanyakan ngetik abang;banyak ngetik abang;['banyak', 'ngetik', 'abang'];['ngetik', 'abang'];ngetik abang;neutral;8984
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgzcSXukykx4mwC3UxR4AaABAg;@jamal-p;Kebanyakan chat sakali liat konten dah tau dut;16/12/2025 19:36;0;Kebanyakan chat sakali liat konten dah tau dut;kebanyakan chat sakali liat konten dah tau dut;kebanyakan chat sakali lihat konten deh tahu gendut;kebanyakan chat sakali lihat konten deh tahu gendut;banyak chat sakal lihat konten deh tahu gendut;['banyak', 'chat', 'sakal', 'lihat', 'konten', 'deh', 'tahu', 'gendut'];['chat', 'sakal', 'lihat', 'konten', 'deh', 'gendut'];chat sakal lihat konten deh gendut;negative;9491
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgzRJ4e_9zAchxMxQPB4AaABAg;@saimovie9262;Bang mending pake akun tinggi kayak kata jo;16/12/2025 19:17;1;Bang mending pake akun tinggi kayak kata jo;bang mending pake akun tinggi kayak kata jo;abang lebih baik pakai akun tinggi seperti kata jo;abang lebih baik pakai akun tinggi seperti kata jo;abang lebih baik pakai akun tinggi seperti kata jo;['abang', 'lebih', 'baik', 'pakai', 'akun', 'tinggi', 'seperti', 'kata', 'jo'];['abang', 'pakai', 'akun'];abang pakai akun;neutral;9981
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgwyKigOrC4KjDsYuRJ4AaABAg;@MasadhyYT;Mau akun master klo jokinya pro player ttp aja ngeri ya.. real skill n mekanik.. pangkat hanyalah sebuah tanda atau simbol...;16/12/2025 18:56;0;Mau akun master klo joki nya pro player ttp aja ngeri ya real skill n mekanik pangkat hanyalah sebuah tanda atau simbol;mau akun master klo joki nya pro player ttp aja ngeri ya real skill n mekanik pangkat hanyalah sebuah tanda atau simbol;mau akun master kalau joki nya profesional player ttp saja ngeri iya real skill dan mekanik pangkat hanyalah sebuah tanda atau simbol;mau akun master kalau joki nya profesional player ttp saja ngeri iya real skill dan mekanik pangkat hanyalah sebuah tanda atau simbol;mau akun master kalau joki nya profesional player ttp saja ngeri iya real skill dan mekanik pangkat hanya buah tanda atau simbol;['mau', 'akun', 'master', 'kalau', 'joki', 'nya', 'profesional', 'player', 'ttp', 'saja', 'ngeri', 'iya', 'real', 'skill', 'dan', 'mekanik', 'pangkat', 'hanya', 'buah', 'tanda', 'atau', 'simbol'];['akun', 'master', 'joki', 'profesional', 'player', 'ttp', 'ngeri', 'real', 'skill', 'mekanik', 'pangkat', 'buah', 'tanda', 'simbol'];akun master joki profesional player ttp ngeri real skill mekanik pangkat buah tanda simbol;neutral;9891
XAM5nCPwYrI;Mobile Legends: Bang-Bang;Ugxo-RyoAojvWf09nNh4AaABAg;@davasaputra3223;buset kda 1945 coy,itu kda atau sejarah;16/12/2025 18:53;0;buset kda coy itu kda atau sejarah;buset kda coy itu kda atau sejarah;buset skor coy itu skor atau sejarah;buset skor coy itu skor atau sejarah;buset skor coy itu skor atau sejarah;['buset', 'skor', 'coy', 'itu', 'skor', 'atau', 'sejarah'];['buset', 'skor', 'coy', 'skor', 'sejarah'];buset skor coy skor sejarah;neutral;9941
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgyPQ8zk7CByopHOuY14AaABAg;@Lodnjaa;drag sistem tetaplah drag sistem 🤣;16/12/2025 18:43;0;drag sistem tetaplah drag sistem 🤣;drag sistem tetaplah drag sistem 🤣;darksistem tetaplah darksistem 🤣;darksistem tetaplah darksistem 🤣;darksistem tetap darksistem;['darksistem', 'tetap', 'darksistem'];['darksistem', 'darksistem'];darksistem darksistem;neutral;9961
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgzhrSEJQWKQcPYTcoZ4AaABAg;@Zephyr_1608;Pake akun rank legend harusnya biar keliatan dark sistemnya, kalo akun terlalu kecil ranknya gampang ketahuan;16/12/2025 18:26;0;Pake akun rank legend harus nya biar keliatan dark sistem nya kalo akun terlalu kecil rank nya gampang ketahuan;pake akun rank legend harus nya biar keliatan dark sistem nya kalo akun terlalu kecil rank nya gampang ketahuan;pakai akun rank legend harus nya biar kelihatan darksistem nya kalau akun terlalu kecil rank nya gampang ketahuan;pakai akun rank legend harus nya biar kelihatan darksistem nya kalau akun terlalu kecil rank nya gampang ketahuan;pakai akun rank legend harus nya biar lihat darksistem nya kalau akun terlalu kecil rank nya gampang tahu;['pakai', 'akun', 'rank', 'legend', 'harus', 'nya', 'biar', 'lihat', 'darksistem', 'nya', 'kalau', 'akun', 'terlalu', 'kecil', 'rank', 'nya', 'gampang', 'tahu'];['pakai', 'akun', 'rank', 'legend', 'biar', 'lihat', 'darksistem', 'akun', 'rank', 'gampang'];pakai akun rank legend biar lihat darksistem akun rank gampang;neutral;9973
XAM5nCPwYrI;Mobile Legends: Bang-Bang;Ugxs139LhVB_i0p4taV4AaABAg;@fikriwahyudi9246;Jangan kebanyakan ngetik lebay;16/12/2025 17:57;0;Jangan kebanyakan ngetik lebay;jangan kebanyakan ngetik lebay;jangan kebanyakan ngetik lebay;jangan kebanyakan ngetik lebay;jangan banyak ngetik lebay;['jangan', 'banyak', 'ngetik', 'lebay'];['jangan', 'ngetik', 'lebay'];jangan ngetik lebay;neutral;9186
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgziRqZCc68YF1kKtXR4AaABAg;@k.wahyu.schannel5778;😂😂😂😂 ih.. kamu kok gitu..;16/12/2025 16:57;0;😂😂 ih kamu kok gitu;😂😂 ih kamu kok gitu;😂😂 ih kamu kok gitu;😂😂 ih kamu kok gitu;ih kamu kok gitu;['ih', 'kamu', 'kok', 'gitu'];['ih', 'gitu'];ih gitu;negative;7125
XAM5nCPwYrI;Mobile Legends: Bang-Bang;Ugwf1Sq0rW1H4955lwl4AaABAg;@Hobigame2095;😂😂😂;16/12/2025 16:17;0;😂😂;😂😂;😂😂;😂😂;;[];[];;positive;9151
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgyBiUjgyyvt4yLTLnR4AaABAg;@netizenbudiman442;"nick name ""palirhalus"" fiks akun org kalimantan 😂";16/12/2025 16:03;0;nick name palirhalus fiks akun org kalimantan 😂;nick name palirhalus fiks akun org kalimantan 😂;nickname kontol kecil fiks akun orang kalimantan 😂;nickname kontol kecil fiks akun orang kalimantan 😂;nickname kontol kecil fiks akun orang kalimantan;['nickname', 'kontol', 'kecil', 'fiks', 'akun', 'orang', 'kalimantan'];['nickname', 'kontol', 'fiks', 'akun', 'orang', 'kalimantan'];nickname kontol fiks akun orang kalimantan;neutral;9948
XAM5nCPwYrI;Mobile Legends: Bang-Bang;Ugxi7z9CwPds_igEJCh4AaABAg;@suyounorepplic;mitik 3 biji ajg 🤣;16/12/2025 15:24;0;mitik biji ajg 🤣;mitik biji ajg 🤣;mitik biji anjing 🤣;mitik biji anjing 🤣;mitik biji anjing;['mitik', 'biji', 'anjing'];['mitik', 'biji', 'anjing'];mitik biji anjing;neutral;9943
XAM5nCPwYrI;Mobile Legends: Bang-Bang;Ugwnej-hDMbKV7GPYAZ4AaABAg;@RivalNugraha-f8w;next jangkrik bang;16/12/2025 15:10;0;next jangkrik bang;next jangkrik bang;selanjut nya jangkrik abang;selanjut nya jangkrik abang;lanjut nya jangkrik abang;['lanjut', 'nya', 'jangkrik', 'abang'];['jangkrik', 'abang'];jangkrik abang;neutral;9963
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgwEJRsicjXstalcezd4AaABAg;@riskyroterty716;palir r7 halus kah;16/12/2025 14:21;0;palir r halus kah;palir r halus kah;kontol R7 kecil kah;kontol R7 kecil kah;kontol r7 kecil kah;['kontol', 'r7', 'kecil', 'kah'];['kontol', 'r7'];kontol r7;neutral;9979
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgxzePdubSfMvAjdlkR4AaABAg;@BintangDramaBaru;Ke bnykan cht nya bikin yang di prank curiga;16/12/2025 13:38;0;Ke bnykan cht nya bikin yang di prank curiga;ke bnykan cht nya bikin yang di prank curiga;kebanyakan chat nya bikin yang di prank curiga;kebanyakan chat nya bikin yang di prank curiga;banyak chat nya bikin yang di prank curiga;['banyak', 'chat', 'nya', 'bikin', 'yang', 'di', 'prank', 'curiga'];['chat', 'bikin', 'prank', 'curiga'];chat bikin prank curiga;negative;9847
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgwDAyla36MYxBJYQlh4AaABAg;@javiergorgon;kebanyakan chat jir;16/12/2025 13:36;0;kebanyakan chat jir;kebanyakan chat jir;kebanyakan chat anjir;kebanyakan chat anjir;banyak chat anjir;['banyak', 'chat', 'anjir'];['chat', 'anjir'];chat anjir;negative;9787
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgzioDOKq9byzY4GdlV4AaABAg;@SenecaAlexander;Kontl;16/12/2025 13:31;0;Kontl;kontl;kontol;kontol;kontol;['kontol'];['kontol'];kontol;neutral;9971
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgySklnK4Puk56Zq76p4AaABAg;@SenecaAlexander;Kebanyakan alay;16/12/2025 13:28;0;Kebanyakan alay;kebanyakan alay;kebanyakan norak;kebanyakan norak;banyak norak;['banyak', 'norak'];['norak'];norak;negative;9922
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgzPjulMqqcwdbrWydd4AaABAg;@arjianprawira9433;Saran bang klu bisa jadi beban dulu di awal, udh lad game baru bantaybantay;16/12/2025 13:26;0;Saran bang klu bisa jadi beban dulu di awal udh lad game baru bantaybantay;saran bang klu bisa jadi beban dulu di awal udh lad game baru bantaybantay;saran abang klu bisa jadi beban dulu di awal sudah lad permainan baru bantaybantay;saran abang klu bisa jadi beban dulu di awal sudah lad permainan baru bantaybantay;saran abang klu bisa jadi beban dulu di awal sudah lad main baru bantaybantay;['saran', 'abang', 'klu', 'bisa', 'jadi', 'beban', 'dulu', 'di', 'awal', 'sudah', 'lad', 'main', 'baru', 'bantaybantay'];['saran', 'abang', 'klu', 'beban', 'lad', 'main', 'bantaybantay'];saran abang klu beban lad main bantaybantay;neutral;9984
XAM5nCPwYrI;Mobile Legends: Bang-Bang;Ugx10IF3Xk_wFET7zbt4AaABAg;@putramelting956;baku bngt bg ketikan nya 😂;16/12/2025 12:26;0;baku bngt bg ketikan nya 😂;baku bngt bg ketikan nya 😂;baku banget abang ketikan nya 😂;baku banget abang ketikan nya 😂;baku banget abang keti nya;['baku', 'banget', 'abang', 'keti', 'nya'];['baku', 'banget', 'abang', 'keti'];baku banget abang keti;neutral;6265
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgyozfoKTZH1P8kYK9B4AaABAg;@FaisAffan;Kwkkk jadi ketahuan yg tolol;16/12/2025 11:33;0;Kwkk jadi ketahuan yg tolol;kwkk jadi ketahuan yg tolol;kwkk jadi ketahuan yang tolol;kwkk jadi ketahuan yang tolol;kwkk jadi tahu yang tolol;['kwkk', 'jadi', 'tahu', 'yang', 'tolol'];['kwkk', 'tolol'];kwkk tolol;negative;93
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgxHuKF16UFu28kOWq54AaABAg;@asta2004msmsksn;Kebanyakan yapping anj;16/12/2025 11:26;0;Kebanyakan yapping anj;kebanyakan yapping anj;kebanyakan ngoceh anjing;kebanyakan ngoceh anjing;banyak ngoceh anjing;['banyak', 'ngoceh', 'anjing'];['ngoceh', 'anjing'];ngoceh anjing;negative;9978
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgyHfyztpfyNR7lv0kZ4AaABAg;@eliswidya2282;kurusan;16/12/2025 11:07;0;kurusan;kurusan;kurusan;kurusan;kurus;['kurus'];['kurus'];kurus;neutral;9943
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgzyxpbVpdoOWgCC1YN4AaABAg;@NICHO-x2z;kebanyakan ngetik;16/12/2025 10:30;0;kebanyakan ngetik;kebanyakan ngetik;kebanyakan ngetik;kebanyakan ngetik;banyak ngetik;['banyak', 'ngetik'];['ngetik'];ngetik;negative;9956
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgwwgrzWBji5a1oZdJt4AaABAg;@godamyt1882;baru ini liat proplayer kena bully streamer nya wkkwk;16/12/2025 10:27;0;baru ini liat proplayer kena bully streamer nya tertawa;baru ini liat proplayer kena bully streamer nya tertawa;baru ini lihat profesional player kena bully streamer nya tertawa;baru ini lihat profesional player kena bully streamer nya tertawa;baru ini lihat profesional player kena bully streamer nya tertawa;['baru', 'ini', 'lihat', 'profesional', 'player', 'kena', 'bully', 'streamer', 'nya', 'tertawa'];['lihat', 'profesional', 'player', 'kena', 'bully', 'streamer', 'tertawa'];lihat profesional player kena bully streamer tertawa;neutral;9052
XAM5nCPwYrI;Mobile Legends: Bang-Bang;Ugym2RoLU6Mn_9R3ugV4AaABAg;@oppoa57hijau;bg order pascol bg;16/12/2025 09:33;0;bg order pascol bg;bg order pascol bg;abang order pascol abang;abang order pascol abang;abang order pascol abang;['abang', 'order', 'pascol', 'abang'];['abang', 'order', 'pascol', 'abang'];abang order pascol abang;neutral;9976
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgyW3g6dKCkMulGFvd54AaABAg;@dwikurniawanas;Kebanyakan kepengen validasi 😂😂😂 ,niat ngeprank atau pujian ? . Master nanyain meta sekarang apa dri situ aja mulai curiga;16/12/2025 09:15;0;Kebanyakan kepengen validasi 😂😂 niat ngeprank atau pujian ? Master nanyain meta sekarang apa dri situ aja mulai curiga;kebanyakan kepengen validasi 😂😂 niat ngeprank atau pujian ? master nanyain meta sekarang apa dri situ aja mulai curiga;kebanyakan mau validasi 😂😂 niat ngeprank atau pujian ? master nanyain meta sekarang apa dari situ saja mulai curiga;kebanyakan mau validasi 😂😂 niat ngeprank atau pujian ? master nanyain meta sekarang apa dari situ saja mulai curiga;banyak mau validasi niat ngeprank atau puji master nanyain meta sekarang apa dari situ saja mulai curiga;['banyak', 'mau', 'validasi', 'niat', 'ngeprank', 'atau', 'puji', 'master', 'nanyain', 'meta', 'sekarang', 'apa', 'dari', 'situ', 'saja', 'mulai', 'curiga'];['validasi', 'niat', 'ngeprank', 'puji', 'master', 'nanyain', 'meta', 'situ', 'curiga'];validasi niat ngeprank puji master nanyain meta situ curiga;negative;9445
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgzhepSdVSbitE1EwaR4AaABAg;@Abecede90;konten yapping bukan prank;16/12/2025 07:57;0;konten yapping bukan prank;konten yapping bukan prank;konten ngoceh bukan prank;konten ngoceh bukan prank;konten ngoceh bukan prank;['konten', 'ngoceh', 'bukan', 'prank'];['konten', 'ngoceh', 'bukan', 'prank'];konten ngoceh bukan prank;negative;999
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgxUsvnvC5c9n0YSnlx4AaABAg;@johndanish1b579;Di maki lu bg😂;16/12/2025 07:33;0;Di maki lu bg 😂;di maki lu bg 😂;di maki kamu abang 😂;di maki kamu abang 😂;di maki kamu abang;['di', 'maki', 'kamu', 'abang'];['maki', 'abang'];maki abang;negative;9592
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgxkPcvh68VIVSBEC714AaABAg;@Dedewahyudi-iz7df;gausah kebanyakan ngetik ketauan bang;16/12/2025 07:27;0;gausah kebanyakan ngetik ketauan bang;gausah kebanyakan ngetik ketauan bang;gausah kebanyakan ngetik ketahuan abang;tidak usah kebanyakan ngetik ketahuan abang;gausah banyak ngetik tahu abang;['gausah', 'banyak', 'ngetik', 'tahu', 'abang'];['gausah', 'ngetik', 'abang'];gausah ngetik abang;neutral;9896
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgxrHGyguqR_NToZN2h4AaABAg;@Jujuking1;"Harusnya diam aja bg, mode minder
Rank di wajarin mythic awal atw legend aja""";16/12/2025 07:00;0;Harus nya diam aja bg mode minder Rank di wajarin mythic awal atw legend aja;harus nya diam aja bg mode minder rank di wajarin mythic awal atw legend aja;harus nya diam saja abang mode minder rank di wajarin mythic awal atw legend saja;harus nya diam saja abang mode minder rank di wajarin mythic awal atw legend saja;harus nya diam saja abang mode minder rank di wajarin mythic awal atw legend saja;['harus', 'nya', 'diam', 'saja', 'abang', 'mode', 'minder', 'rank', 'di', 'wajarin', 'mythic', 'awal', 'atw', 'legend', 'saja'];['diam', 'abang', 'mode', 'minder', 'rank', 'wajarin', 'mythic', 'atw', 'legend'];diam abang mode minder rank wajarin mythic atw legend;neutral;8028
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgyyKMPGUe3qH05tJ-l4AaABAg;@chanjo4829;Dangkal;16/12/2025 05:43;0;Dangkal;dangkal;dangkal;dangkal;dangkal;['dangkal'];['dangkal'];dangkal;neutral;9683
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgxDfvqhOmUJX9_k6ml4AaABAg;@hidayat7355;ngga usah ngetik bang kalo lu ngetik mulu auto ketahuan;16/12/2025 03:43;0;ngga usah ngetik bang kalo lu ngetik mulu auto ketahuan;ngga usah ngetik bang kalo lu ngetik mulu auto ketahuan;tidak perlu ngetik abang kalau kamu ngetik melulu auto ketahuan;tidak perlu ngetik abang kalau kamu ngetik melulu auto ketahuan;tidak perlu ngetik abang kalau kamu ngetik melulu auto tahu;['tidak', 'perlu', 'ngetik', 'abang', 'kalau', 'kamu', 'ngetik', 'melulu', 'auto', 'tahu'];['tidak', 'ngetik', 'abang', 'ngetik', 'melulu', 'auto'];tidak ngetik abang ngetik melulu auto;negative;5532
XAM5nCPwYrI;Mobile Legends: Bang-Bang;Ugz3U0j-rZq6jEdoGF14AaABAg;@wongjawa6458;Jngn bnyk ketik;16/12/2025 01:28;0;Jngn bnyk ketik;jngn bnyk ketik;jangan banyak ketik;jangan banyak ketik;jangan banyak ketik;['jangan', 'banyak', 'ketik'];['jangan', 'ketik'];jangan ketik;neutral;9733
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgzNXU3IvqxziSpSjLp4AaABAg;@KancilDailyRide;Palir halus 😂😂😂 kontl kecil😂😂;16/12/2025 00:56;0;Palir halus 😂😂 kontl kecil 😂😂;palir halus 😂😂 kontl kecil 😂😂;kontol kecil 😂😂 kontol kecil 😂😂;kontol kecil 😂😂 kontol kecil 😂😂;kontol kecil kontol kecil;['kontol', 'kecil', 'kontol', 'kecil'];['kontol', 'kontol'];kontol kontol;neutral;9942
XAM5nCPwYrI;Mobile Legends: Bang-Bang;Ugxhn-FM6HDzlAahL7t4AaABAg;@YudiSaputra-s5t9b;Kebanyakan ngetik GK enak di tonton;16/12/2025 00:50;0;Kebanyakan ngetik GK enak di tonton;kebanyakan ngetik gk enak di tonton;kebanyakan ngetik tidak enak di tonton;kebanyakan ngetik tidak enak di tonton;banyak ngetik tidak enak di tonton;['banyak', 'ngetik', 'tidak', 'enak', 'di', 'tonton'];['ngetik', 'tidak', 'enak', 'tonton'];ngetik tidak enak tonton;negative;9981
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgyAg3lYPXpwIsRq8Eh4AaABAg;@myramay8969;Bang mohon maaf knp abang jadi kurus?;15/12/2025 22:56;0;Bang mohon maaf knp abang jadi kurus ?;bang mohon maaf knp abang jadi kurus ?;abang mohon maaf kenapa abang jadi kurus ?;abang mohon maaf kenapa abang jadi kurus ?;abang mohon maaf kenapa abang jadi kurus;['abang', 'mohon', 'maaf', 'kenapa', 'abang', 'jadi', 'kurus'];['abang', 'mohon', 'maaf', 'abang', 'kurus'];abang mohon maaf abang kurus;neutral;9985
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgzaVWS1rgzJPcJ1V9F4AaABAg;@WiryaSuliwa;Banyakan ngetik;15/12/2025 21:49;0;Banyakan ngetik;banyakan ngetik;banyakan ngetik;banyakan ngetik;banyak ngetik;['banyak', 'ngetik'];['ngetik'];ngetik;negative;9952
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgzuywloXWWqY8PQAlN4AaABAg;@ff.yam1386;palir halus bahasa banjar (kont*l kecil);15/12/2025 21:46;0;palir halus bahasa banjar kont l kecil;palir halus bahasa banjar kont l kecil;kontol kecil bahasa banjar kont l kecil;kontol kecil bahasa banjar kont l kecil;kontol kecil bahasa banjar kont l kecil;['kontol', 'kecil', 'bahasa', 'banjar', 'kont', 'l', 'kecil'];['kontol', 'bahasa', 'banjar', 'kont', 'l'];kontol bahasa banjar kont l;neutral;9955
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgwDOXjZHQRLs7HEGqZ4AaABAg;@manusiabiasa-e67;kda nya merdeka jir;15/12/2025 21:33;1;kda nya merdeka jir;kda nya merdeka jir;skor nya merdeka anjir;skor nya merdeka anjir;skor nya merdeka anjir;['skor', 'nya', 'merdeka', 'anjir'];['skor', 'merdeka', 'anjir'];skor merdeka anjir;neutral;9974
XAM5nCPwYrI;Mobile Legends: Bang-Bang;Ugx_8aILuIMmpJL50sh4AaABAg;@tezathree;Kebanyakan ngetik bosen;15/12/2025 20:51;0;Kebanyakan ngetik bosen;kebanyakan ngetik bosen;kebanyakan ngetik bosen;kebanyakan ngetik bosen;banyak ngetik bosen;['banyak', 'ngetik', 'bosen'];['ngetik', 'bosen'];ngetik bosen;negative;9982
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgznKH0bcLSKwqtSJgJ4AaABAg;@rismanduzam8860;Naran nya kada palir kanal kah;15/12/2025 19:39;0;Naran nya kada palir kanal kah;naran nya kada palir kanal kah;naran nya kada kontol kanal kah;naran nya kada kontol kanal kah;naran nya kada kontol kanal kah;['naran', 'nya', 'kada', 'kontol', 'kanal', 'kah'];['naran', 'kontol', 'kanal'];naran kontol kanal;neutral;9977
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgyI3zeKLxKEgD50rYB4AaABAg;@rohmanSalul;pengejaran rank sering gini 😂;15/12/2025 19:13;0;pengejaran rank sering gini 😂;pengejaran rank sering gini 😂;pengejaran rank sering begini 😂;pengejaran rank sering begini 😂;kejar rank sering begini;['kejar', 'rank', 'sering', 'begini'];['kejar', 'rank'];kejar rank;neutral;4943
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgyZQRb6L7099eoOf1B4AaABAg;@Azahri-i3o;anjir, palir halus itu dari bahasa Banjar, yang artinya, kont0l kecil😂😂;15/12/2025 19:10;0;anjir palir halus itu dari bahasa Banjar yang arti nya kontl kecil 😂😂;anjir palir halus itu dari bahasa banjar yang arti nya kontl kecil 😂😂;anjir kontol kecil itu dari bahasa banjar yang arti nya kontol kecil 😂😂;anjir kontol kecil itu dari bahasa banjar yang arti nya kontol kecil 😂😂;anjir kontol kecil itu dari bahasa banjar yang arti nya kontol kecil;['anjir', 'kontol', 'kecil', 'itu', 'dari', 'bahasa', 'banjar', 'yang', 'arti', 'nya', 'kontol', 'kecil'];['anjir', 'kontol', 'bahasa', 'banjar', 'arti', 'kontol'];anjir kontol bahasa banjar arti kontol;neutral;9769
XAM5nCPwYrI;Mobile Legends: Bang-Bang;Ugw28LGp-fkXBoym_B14AaABAg;@ROMEORomantis;orangg banjarr bang??;15/12/2025 18:50;0;orangg banjarr bang ?;orangg banjarr bang ?;orangg banjarr abang ?;orangg banjarr abang ?;orangg banjarr abang;['orangg', 'banjarr', 'abang'];['orangg', 'banjarr', 'abang'];orangg banjarr abang;neutral;998
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgwA6tBCsVkmT_MV0sR4AaABAg;@Aef94;Kebanyakan ngetik, ya ketauan lah;15/12/2025 18:39;0;Kebanyakan ngetik ya ketauan lah;kebanyakan ngetik ya ketauan lah;kebanyakan ngetik iya ketahuan lah;kebanyakan ngetik iya ketahuan lah;banyak ngetik iya tahu lah;['banyak', 'ngetik', 'iya', 'tahu', 'lah'];['ngetik'];ngetik;negative;9809
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgwoD3_HSFDBBDO-KYV4AaABAg;@M.AlthapHazqil;Dark sistem berkepribadian ganda jir😂;15/12/2025 17:32;0;Dark sistem berkepribadian ganda jir 😂;dark sistem berkepribadian ganda jir 😂;darksistem berkepribadian ganda anjir 😂;darksistem berkepribadian ganda anjir 😂;darksistem pribadi ganda anjir;['darksistem', 'pribadi', 'ganda', 'anjir'];['darksistem', 'pribadi', 'ganda', 'anjir'];darksistem pribadi ganda anjir;neutral;9938
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgySRahNc3HXq9Owv4p4AaABAg;@Ferdi-Ferdi-444;palir halus dalam bahasa Banjar 🗿;15/12/2025 17:12;0;palir halus dalam bahasa Banjar 🗿;palir halus dalam bahasa banjar 🗿;kontol kecil dalam bahasa banjar 🗿;kontol kecil dalam bahasa banjar 🗿;kontol kecil dalam bahasa banjar;['kontol', 'kecil', 'dalam', 'bahasa', 'banjar'];['kontol', 'bahasa', 'banjar'];kontol bahasa banjar;neutral;998
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgwRQgOVoBKfW1SGR2N4AaABAg;@jockonugroho;Anjay palir halus😂😂;15/12/2025 16:51;0;Anjay palir halus 😂😂;anjay palir halus 😂😂;keren kontol kecil 😂😂;keren kontol kecil 😂😂;keren kontol kecil;['keren', 'kontol', 'kecil'];['keren', 'kontol'];keren kontol;positive;9675
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgxoG7x7cZXZ80jQXgR4AaABAg;@HAFIZKEYS;dark sistem tetaplahh dark sistem😂😂;15/12/2025 16:37;0;dark sistem tetaplahh dark sistem 😂😂;dark sistem tetaplahh dark sistem 😂😂;darksistem tetaplahh darksistem 😂😂;darksistem tetaplahh darksistem 😂😂;darksistem tetaplahh darksistem;['darksistem', 'tetaplahh', 'darksistem'];['darksistem', 'tetaplahh', 'darksistem'];darksistem tetaplahh darksistem;neutral;9966
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgzZms3tITcxE8gsz5l4AaABAg;@IsalModeBantai;Yapping trs;15/12/2025 15:34;0;Yapping trs;yapping trs;ngoceh terus;ngoceh terus;ngoceh terus;['ngoceh', 'terus'];['ngoceh'];ngoceh;negative;9985
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgwyQT_wFP_RPWRw-qJ4AaABAg;@noeyarsinda5589;Prank nya jd nora lu kebanyakan ngetik;15/12/2025 15:11;0;Prank nya jd nora lu kebanyakan ngetik;prank nya jd nora lu kebanyakan ngetik;prank nya jadi nora kamu kebanyakan ngetik;prank nya jadi nora kamu kebanyakan ngetik;prank nya jadi nora kamu banyak ngetik;['prank', 'nya', 'jadi', 'nora', 'kamu', 'banyak', 'ngetik'];['prank', 'nora', 'ngetik'];prank nora ngetik;negative;9593
XAM5nCPwYrI;Mobile Legends: Bang-Bang;UgzvitBDwxjBGOM1V7J4AaABAg;@verg1l151;0:40 artinya tytyd kecil 😂;15/12/2025 13:48;0;arti nya tytyd kecil 😂;arti nya tytyd kecil 😂;arti nya kontol kecil 😂;arti nya kontol kecil 😂;arti nya kontol kecil;['arti', 'nya', 'kontol', 'kecil'];['arti', 'kontol'];arti kontol;neutral;9953
